"X","Y","color"
"0.4462009414954986","0.5556622662313098","[1.0]","[1.0]"
"0.34073297228600125","0.5485030469479227","[1.0]","[0.0]"
"0.4674494227466432","0.3234294225924338","[1.0]","[0.0]"
"0.49791502286414757","0.5317836647430957","[1.0]","[1.0]"
"0.5332487473065769","0.8299782105582844","[1.0]","[1.0]"
"0.3263601067205022","0.3710684366817977","[1.0]","[0.0]"
"0.32126637035597044","0.5275865828032019","[1.0]","[1.0]"
"0.5724134599974929","0.2902830291036115","[1.0]","[0.0]"
"0.3579721120166843","0.38012379183003947","[1.0]","[0.0]"
"0.21358710208638623","0.4715975942330231","[1.0]","[0.0]"
"0.4164909359122388","0.5037884738612858","[1.0]","[1.0]"
"0.5091275476932016","0.574508725781554","[1.0]","[1.0]"
"0.4469573482406174","0.33767647546661017","[1.0]","[0.0]"
"0.2826232530088828","0.3820884027355821","[1.0]","[0.0]"
"0.5851927721076173","0.6034698447147671","[1.0]","[1.0]"
"0.37136361647535104","0.28562016097090437","[1.0]","[0.0]"
"0.44863481382462733","0.5355719650167802","[1.0]","[0.0]"
"0.31469395117127275","0.5773641583214677","[1.0]","[1.0]"
"0.45740172071974566","0.29351429878847624","[1.0]","[0.0]"
"0.3904981912245393","0.4500020540164034","[1.0]","[0.0]"
"0.40439251437822954","0.35703060765056677","[1.0]","[0.0]"
"0.3977603629260484","0.4899369541345052","[1.0]","[0.0]"
"0.22583470717992946","0.39716077665346217","[1.0]","[0.0]"
"0.7255800062373152","0.7176918728802307","[1.0]","[1.0]"
"0.5701938597793533","0.6345119196772983","[1.0]","[0.0]"
"0.5923605903624943","0.4760297440419649","[1.0]","[0.0]"
"0.2839655314305563","0.5992207301767313","[1.0]","[0.0]"
"0.3368749200460622","0.5383182565906751","[1.0]","[1.0]"
"0.2712242558639332","0.3093067997808821","[1.0]","[0.0]"
"0.5204113666798545","0.467783223040676","[1.0]","[1.0]"
"0.3797092823591874","0.5490534519898461","[1.0]","[0.0]"
"0.25999273960750957","0.5923260099273614","[1.0]","[0.0]"
"0.2259312637080714","0.38482275588910064","[1.0]","[0.0]"
